Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2017,4,1 ,,,,,s/p,s/p
2017,4,2 ,,,,,s/p,s/p
2017,4,3 ,,,,,s/p,s/p
2017,4,4 ,,,,,s/p,s/p
2017,4,5 ,,,,,s/p,s/p
2017,4,6 ,,,,,25.6,25.6
2017,4,7 ,,,,,1.5,27.1
2017,4,8 ,,,,,s/p,27.1
2017,4,9 ,,,,,s/p,27.1
2017,4,10 ,,,,,s/p,27.1
2017,4,11 ,,,,,s/p,27.1
2017,4,12 ,,,,,s/p,27.1
2017,4,13 ,,,,,s/p,27.1
2017,4,14 ,,,,,s/p,27.1
2017,4,15 ,,,,,s/p,27.1
2017,4,16 ,,,,,s/p,27.1
2017,4,17 ,,,,,s/p,27.1
2017,4,18 ,,,,,s/p,27.1
2017,4,19 ,,,,,17.3,44.4
2017,4,20 ,,,,,1.1,45.5
2017,4,21 ,,,,,s/p,45.5
2017,4,22 ,,,,,s/p,45.5
2017,4,23 ,,,,,s/p,45.5
2017,4,24 ,,,,,3.4,48.9
2017,4,25 ,,,,,s/p,48.9
2017,4,26 ,,,,,s/p,48.9
2017,4,27 ,,,,,s/p,48.9
2017,4,28 ,,,,,s/p,48.9
2017,4,29 ,,,,,s/p,48.9
2017,4,30 ,,,,,s/p,48.9
