Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2001,4,1 ,,,,,s/p,s/p
2001,4,2 ,,,,,s/p,s/p
2001,4,3 ,,,,,s/p,s/p
2001,4,4 ,,,,,s/p,s/p
2001,4,5 ,,,,,s/p,s/p
2001,4,6 ,,,,,s/p,s/p
2001,4,7 ,,,,,s/p,s/p
2001,4,8 ,,,,,s/p,s/p
2001,4,9 ,,,,,s/p,s/p
2001,4,10 ,,,,,s/p,s/p
2001,4,11 ,,,,,s/p,s/p
2001,4,12 ,,,,,s/p,s/p
2001,4,13 ,,,,,s/p,s/p
2001,4,14 ,,,,,s/p,s/p
2001,4,15 ,,,,,s/p,s/p
2001,4,16 ,,,,,s/p,s/p
2001,4,17 ,,,,,s/p,s/p
2001,4,18 ,,,,,s/p,s/p
2001,4,19 ,,,,,s/p,s/p
2001,4,20 ,,,,,s/p,s/p
2001,4,21 ,,,,,s/p,s/p
2001,4,22 ,,,,,s/p,s/p
2001,4,23 ,,,,,s/p,s/p
2001,4,24 ,,,,,s/p,s/p
2001,4,25 ,,,,,1.8,1.8
2001,4,26 ,,,,,s/p,1.8
2001,4,27 ,,,,,s/p,1.8
2001,4,28 ,,,,,s/p,1.8
2001,4,29 ,,,,,s/p,1.8
2001,4,30 ,,,,,s/p,1.8
