Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2011,7,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,6 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,7 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,8 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,9 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,10 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,7,11 ,0.2,s/p,s/p,s/p,0.2,0.2
2011,7,12 ,s/p,s/p,s/p,s/p,s/p,0.2
2011,7,13 ,s/p,s/p,s/p,s/p,s/p,0.2
2011,7,14 ,s/p,0.6,6.0,0.2,6.8,7.0
2011,7,15 ,0.8,3.0,1.0,2.2,7.0,14.0
2011,7,16 ,0.2,s/p,s/p,s/p,0.2,14.2
2011,7,17 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,7,18 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,7,19 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,7,20 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,7,21 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,7,22 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,7,23 ,s/p,s/p,s/p,s/p,s/p,14.2
2011,7,24 ,s/p,s/p,0.0,12.6,12.6,26.8
2011,7,25 ,1.4,s/p,s/p,s/p,1.4,28.2
2011,7,26 ,s/p,s/p,s/p,s/p,s/p,28.2
2011,7,27 ,s/p,s/p,s/p,s/p,s/p,28.2
2011,7,28 ,s/p,s/p,s/p,s/p,s/p,28.2
2011,7,29 ,s/p,s/p,s/p,s/p,s/p,28.2
2011,7,30 ,s/p,7.2,0.4,s/p,7.6,35.8
2011,7,31 ,s/p,s/p,s/p,s/p,s/p,35.8
