Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2011,10,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,6 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,7 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,8 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,9 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,10 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,11 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,12 ,s/p,s/p,s/p,s/p,s/p,s/p
2011,10,13 ,s/p,s/p,s/p,0.4,0.4,0.4
2011,10,14 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,15 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,16 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,17 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,18 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,19 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,20 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,21 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,22 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,23 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,24 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,25 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,26 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,27 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,28 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,29 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,30 ,s/p,s/p,s/p,s/p,s/p,0.4
2011,10,31 ,s/p,s/p,s/p,s/p,s/p,0.4
