Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1985,10,1 ,s/p,s/p,s/p,s/p,s/p,s/p
1985,10,2 ,s/p,s/p,s/p,s/p,s/p,s/p
1985,10,3 ,s/p,s/p,s/p,0.0,0.0,0.0
1985,10,4 ,s/p,s/p,s/p,s/p,s/p,s/p
1985,10,5 ,s/p,s/p,s/p,s/p,s/p,s/p
1985,10,6 ,s/p,s/p,s/p,s/p,s/p,s/p
1985,10,7 ,s/p,s/p,s/p,0.7,0.7,0.7
1985,10,8 ,s/p,0.5,s/p,s/p,0.5,1.2
1985,10,9 ,s/p,s/p,s/p,s/p,s/p,1.2
1985,10,10 ,s/p,s/p,s/p,s/p,s/p,1.2
1985,10,11 ,s/p,s/p,s/p,s/p,s/p,1.2
1985,10,12 ,s/p,s/p,s/p,s/p,s/p,1.2
1985,10,13 ,s/p,s/p,s/p,s/p,s/p,1.2
1985,10,14 ,s/p,s/p,s/p,s/p,s/p,1.2
1985,10,15 ,s/p,s/p,s/p,s/p,s/p,1.2
1985,10,16 ,s/p,s/p,s/p,s/p,s/p,1.2
1985,10,17 ,0.0,3.7,5.5,0.2,9.4,10.6
1985,10,18 ,s/p,s/p,s/p,s/p,s/p,10.6
1985,10,19 ,s/p,s/p,s/p,0.0,0.0,10.6
1985,10,20 ,3.6,0.3,0.0,0.2,4.1,14.7
1985,10,21 ,s/p,s/p,s/p,s/p,s/p,14.7
1985,10,22 ,s/p,s/p,s/p,s/p,s/p,14.7
1985,10,23 ,s/p,s/p,s/p,s/p,s/p,14.7
1985,10,24 ,s/p,s/p,s/p,s/p,s/p,14.7
1985,10,25 ,0.1,s/p,s/p,0.1,0.2,14.9
1985,10,26 ,0.0,s/p,s/p,s/p,0.0,14.9
1985,10,27 ,s/p,s/p,s/p,s/p,s/p,14.9
1985,10,28 ,s/p,s/p,s/p,s/p,s/p,14.9
1985,10,29 ,s/p,s/p,s/p,s/p,s/p,14.9
1985,10,30 ,s/p,s/p,s/p,s/p,s/p,14.9
1985,10,31 ,s/p,s/p,s/p,s/p,s/p,14.9
