Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2012,10,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,10,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,10,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,10,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,10,5 ,s/p,0.0,s/p,0.0,0.0,0.0
2012,10,6 ,13.2,6.2,s/p,s/p,19.4,19.4
2012,10,7 ,0.0,1.8,2.8,2.0,6.6,26.0
2012,10,8 ,s/p,s/p,s/p,s/p,s/p,26.0
2012,10,9 ,s/p,s/p,s/p,s/p,s/p,26.0
2012,10,10 ,s/p,s/p,s/p,s/p,s/p,26.0
2012,10,11 ,s/p,s/p,0.0,0.0,0.0,26.0
2012,10,12 ,0.0,s/p,s/p,0.0,0.0,26.0
2012,10,13 ,s/p,s/p,s/p,s/p,s/p,26.0
2012,10,14 ,s/p,s/p,s/p,s/p,s/p,26.0
2012,10,15 ,s/p,s/p,s/p,s/p,s/p,26.0
2012,10,16 ,s/p,s/p,s/p,s/p,s/p,26.0
2012,10,17 ,s/p,s/p,s/p,s/p,s/p,26.0
2012,10,18 ,s/p,s/p,s/p,0.0,0.0,26.0
2012,10,19 ,s/p,s/p,s/p,s/p,s/p,26.0
2012,10,20 ,s/p,s/p,s/p,s/p,s/p,26.0
2012,10,21 ,s/p,0.4,4.6,s/p,5.0,31.0
2012,10,22 ,s/p,s/p,s/p,s/p,s/p,31.0
2012,10,23 ,s/p,s/p,s/p,s/p,s/p,31.0
2012,10,24 ,s/p,s/p,s/p,s/p,s/p,31.0
2012,10,25 ,s/p,s/p,s/p,s/p,s/p,31.0
2012,10,26 ,s/p,s/p,s/p,s/p,s/p,31.0
2012,10,27 ,s/p,s/p,s/p,s/p,s/p,31.0
2012,10,28 ,s/p,s/p,s/p,s/p,s/p,31.0
2012,10,29 ,s/p,s/p,s/p,s/p,s/p,31.0
2012,10,30 ,s/p,s/p,s/p,s/p,s/p,31.0
2012,10,31 ,s/p,s/p,s/p,s/p,s/p,31.0
