Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,7,1 ,,,,,,
2021,7,2 ,,,,,,
2021,7,3 ,,,,,,
2021,7,4 ,,,,,,
2021,7,5 ,,s/p,s/p,s/p,s/p,s/p
2021,7,6 ,s/p,s/p,,,s/p,s/p
2021,7,7 ,,,,,,
2021,7,8 ,,,,,,
2021,7,9 ,,,,,,
2021,7,10 ,,,,,,
2021,7,11 ,,,,,,
2021,7,12 ,s/p,s/p,s/p,s/p,s/p,s/p
2021,7,13 ,0.3,s/p,s/p,s/p,0.3,0.3
2021,7,14 ,s/p,s/p,0.3,s/p,0.3,0.6
2021,7,15 ,s/p,s/p,s/p,s/p,s/p,0.6
2021,7,16 ,s/p,s/p,s/p,s/p,s/p,0.6
2021,7,17 ,s/p,s/p,s/p,s/p,s/p,0.6
2021,7,18 ,s/p,s/p,s/p,s/p,s/p,0.6
2021,7,19 ,s/p,s/p,s/p,s/p,s/p,0.6
2021,7,20 ,s/p,s/p,s/p,s/p,s/p,0.6
2021,7,21 ,s/p,s/p,s/p,0.3,0.3,0.9
2021,7,22 ,s/p,s/p,,,s/p,0.9
2021,7,23 ,,,,,,
2021,7,24 ,,,,,,
2021,7,25 ,,,,,,
2021,7,26 ,s/p,s/p,s/p,s/p,s/p,0.9
2021,7,27 ,s/p,s/p,s/p,s/p,s/p,0.9
2021,7,28 ,s/p,s/p,s/p,0.3,0.3,1.2
2021,7,29 ,s/p,s/p,s/p,0.3,0.3,1.5
2021,7,30 ,s/p,s/p,s/p,s/p,s/p,1.5
2021,7,31 ,0.3,s/p,s/p,s/p,0.3,1.8
