Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2020.0,1.0,1.0,12.4,32.8,23.6,23.6,24.0
2020.0,1.0,2.0,11.2,34.6,23.0,23.0,24.0
2020.0,1.0,3.0,11.2,34.6,22.7,22.7,24.0
2020.0,1.0,4.0,14.3,35.0,24.7,24.7,24.0
2020.0,1.0,5.0,11.9,25.7,19.8,19.8,24.0
2020.0,1.0,6.0,11.1,30.9,20.2,20.2,24.0
2020.0,1.0,7.0,10.6,32.4,21.9,21.9,24.0
2020.0,1.0,8.0,10.8,24.1,17.9,17.9,24.0
2020.0,1.0,9.0,9.6,33.5,20.1,20.1,24.0
2020.0,1.0,10.0,11.1,36.6,23.1,23.1,24.0
2020.0,1.0,11.0,11.4,37.7,24.1,24.1,24.0
2020.0,1.0,12.0,11.2,36.4,23.6,23.6,24.0
2020.0,1.0,13.0,11.6,36.8,22.7,22.7,24.0
2020.0,1.0,14.0,11.4,34.8,23.1,23.1,24.0
2020.0,1.0,15.0,15.3,34.2,25.5,25.5,24.0
2020.0,1.0,16.0,10.9,36.8,23.8,23.8,24.0
2020.0,1.0,17.0,12.8,36.7,23.9,23.9,24.0
2020.0,1.0,18.0,15.4,37.3,24.8,24.8,24.0
2020.0,1.0,19.0,15.1,28.3,22.6,22.6,24.0
2020.0,1.0,20.0,13.6,36.4,23.5,23.5,24.0
2020.0,1.0,21.0,13.4,34.4,23.7,23.7,24.0
2020.0,1.0,22.0,12.3,34.3,21.6,21.6,24.0
2020.0,1.0,23.0,13.7,34.2,23.1,23.1,24.0
2020.0,1.0,24.0,15.0,36.2,24.1,24.1,24.0
2020.0,1.0,25.0,13.0,36.8,24.5,24.5,24.0
2020.0,1.0,26.0,12.8,38.0,25.0,25.0,24.0
2020.0,1.0,27.0,15.7,37.7,25.9,25.9,24.0
2020.0,1.0,28.0,13.6,36.5,23.8,23.8,24.0
2020.0,1.0,29.0,15.7,33.5,22.8,22.8,24.0
2020.0,1.0,30.0,12.4,36.6,23.5,23.5,24.0
2020.0,1.0,31.0,12.1,37.2,23.8,23.8,24.0
