Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1976,10,1 ,,,,,s/p,s/p
1976,10,2 ,,,,,s/p,s/p
1976,10,3 ,,,,,1.3,1.3
1976,10,4 ,,,,,s/p,1.3
1976,10,5 ,,,,,s/p,1.3
1976,10,6 ,,,,,s/p,1.3
1976,10,7 ,,,,,s/p,1.3
1976,10,8 ,,,,,s/p,1.3
1976,10,9 ,,,,,s/p,1.3
1976,10,10 ,,,,,s/p,1.3
1976,10,11 ,,,,,s/p,1.3
1976,10,12 ,,,,,s/p,1.3
1976,10,13 ,,,,,s/p,1.3
1976,10,14 ,,,,,s/p,1.3
1976,10,15 ,,,,,s/p,1.3
1976,10,16 ,,,,,7.4,8.7
1976,10,17 ,,,,,20.7,29.4
1976,10,18 ,,,,,s/p,29.4
1976,10,19 ,,,,,s/p,29.4
1976,10,20 ,,,,,s/p,29.4
1976,10,21 ,,,,,0.1,29.5
1976,10,22 ,,,,,s/p,29.5
1976,10,23 ,,,,,s/p,29.5
1976,10,24 ,,,,,1.6,31.1
1976,10,25 ,,,,,s/p,31.1
1976,10,26 ,,,,,s/p,31.1
1976,10,27 ,,,,,s/p,31.1
1976,10,28 ,,,,,s/p,31.1
1976,10,29 ,,,,,s/p,31.1
1976,10,30 ,,,,,s/p,31.1
1976,10,31 ,,,,,s/p,31.1
