Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2019,11,1 ,s/p,s/p,,s/p,s/p,s/p
2019,11,2 ,s/p,,,s/p,s/p,s/p
2019,11,3 ,s/p,,,s/p,s/p,s/p
2019,11,4 ,s/p,s/p,,s/p,s/p,s/p
2019,11,5 ,s/p,,,s/p,s/p,s/p
2019,11,6 ,s/p,,,s/p,s/p,s/p
2019,11,7 ,s/p,,,s/p,s/p,s/p
2019,11,8 ,s/p,s/p,,s/p,s/p,s/p
2019,11,9 ,s/p,,,s/p,s/p,s/p
2019,11,10 ,s/p,,,0.1,0.1,0.1
2019,11,11 ,s/p,,,s/p,s/p,0.1
2019,11,12 ,s/p,,,s/p,s/p,0.1
2019,11,13 ,s/p,s/p,,,s/p,0.1
2019,11,14 ,s/p,s/p,,s/p,s/p,0.1
2019,11,15 ,s/p,,,,s/p,0.1
2019,11,16 ,s/p,s/p,,0.1,0.1,0.2
2019,11,17 ,s/p,,,s/p,s/p,0.2
2019,11,18 ,s/p,s/p,,s/p,s/p,0.2
2019,11,19 ,s/p,,,s/p,s/p,0.2
2019,11,20 ,s/p,,,s/p,s/p,0.2
2019,11,21 ,s/p,,,s/p,s/p,0.2
2019,11,22 ,s/p,,,s/p,s/p,0.2
2019,11,23 ,s/p,,,,s/p,0.2
2019,11,24 ,s/p,s/p,s/p,,s/p,0.2
2019,11,25 ,s/p,,,,s/p,0.2
2019,11,26 ,s/p,,,s/p,s/p,0.2
2019,11,27 ,s/p,,,0.1,0.1,0.3
2019,11,28 ,s/p,,,s/p,s/p,0.3
2019,11,29 ,s/p,s/p,,,s/p,0.3
2019,11,30 ,s/p,s/p,,s/p,s/p,0.3
