Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2021.0,1.0,1.0,11.1,22.8,16.9,23.2,22.0
2021.0,1.0,2.0,13.9,28.8,21.3,20.6,23.0
2021.0,1.0,3.0,12.6,31.3,22.1,21.8,23.0
2021.0,1.0,4.0,12.6,30.1,21.6,22.0,22.0
2021.0,1.0,5.0,11.4,32.2,20.5,21.0,22.0
2021.0,1.0,6.0,10.0,32.2,21.1,20.5,22.0
2021.0,1.0,7.0,13.7,23.2,21.8,21.4,23.0
2021.0,1.0,8.0,11.3,30.5,20.9,20.4,22.0
2021.0,1.0,9.0,5.9,19.4,12.6,17.6,23.0
2021.0,1.0,10.0,5.3,26.4,15.8,17.3,21.0
2021.0,1.0,11.0,12.4,17.6,18.3,18.0,22.0
2021.0,1.0,12.0,15.0,29.0,22.0,24.6,8.0
2021.0,1.0,13.0,6.3,32.6,18.7,19.5,21.0
2021.0,1.0,14.0,7.1,31.1,18.8,19.7,22.0
2021.0,1.0,15.0,7.8,28.3,19.2,19.2,24.0
2021.0,1.0,16.0,9.8,28.4,19.2,19.2,23.0
2021.0,1.0,17.0,10.8,31.3,21.0,20.6,23.0
2021.0,1.0,18.0,11.1,34.9,23.0,21.7,21.0
2021.0,1.0,19.0,13.0,34.1,23.5,23.6,19.0
2021.0,1.0,20.0,12.7,34.1,22.5,22.3,22.0
2021.0,1.0,21.0,12.6,34.7,22.9,22.9,24.0
2021.0,1.0,22.0,12.4,35.1,22.7,22.5,22.0
2021.0,1.0,23.0,14.5,33.5,23.5,23.5,24.0
2021.0,1.0,24.0,13.1,34.5,22.7,22.7,23.0
2021.0,1.0,25.0,10.7,30.4,21.0,21.0,24.0
2021.0,1.0,26.0,9.7,30.0,18.8,19.8,23.0
2021.0,1.0,27.0,9.0,28.1,19.0,19.0,24.0
2021.0,1.0,28.0,10.7,24.7,18.0,18.0,22.0
2021.0,1.0,29.0,15.6,20.5,18.1,17.5,19.0
2021.0,1.0,30.0,15.4,24.3,18.4,18.7,22.0
2021.0,1.0,31.0,15.9,26.7,19.9,19.9,24.0
