Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2011,11,1 ,,,,,s/p,s/p
2011,11,2 ,,,,,s/p,s/p
2011,11,3 ,,,,,s/p,s/p
2011,11,4 ,,,,,s/p,s/p
2011,11,5 ,,,,,s/p,s/p
2011,11,6 ,,,,,s/p,s/p
2011,11,7 ,,,,,s/p,s/p
2011,11,8 ,,,,,7.8,7.8
2011,11,9 ,,,,,s/p,7.8
2011,11,10 ,,,,,s/p,7.8
2011,11,11 ,,,,,s/p,7.8
2011,11,12 ,,,,,s/p,7.8
2011,11,13 ,,,,,s/p,7.8
2011,11,14 ,,,,,s/p,7.8
2011,11,15 ,,,,,s/p,7.8
2011,11,16 ,,,,,s/p,7.8
2011,11,17 ,,,,,s/p,7.8
2011,11,18 ,,,,,s/p,7.8
2011,11,19 ,,,,,s/p,7.8
2011,11,20 ,,,,,s/p,7.8
2011,11,21 ,,,,,s/p,7.8
2011,11,22 ,,,,,s/p,7.8
2011,11,23 ,,,,,s/p,7.8
2011,11,24 ,,,,,s/p,7.8
2011,11,25 ,,,,,s/p,7.8
2011,11,26 ,,,,,s/p,7.8
2011,11,27 ,,,,,s/p,7.8
2011,11,28 ,,,,,s/p,7.8
2011,11,29 ,,,,,s/p,7.8
2011,11,30 ,,,,,s/p,7.8
