Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2015,8,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2015,8,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2015,8,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2015,8,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2015,8,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2015,8,6 ,0.4,0.8,0.2,s/p,1.4,1.4
2015,8,7 ,s/p,s/p,s/p,8.2,8.2,9.6
2015,8,8 ,9.4,2.6,0.2,0.4,12.6,22.2
2015,8,9 ,s/p,s/p,s/p,s/p,s/p,22.2
2015,8,10 ,s/p,s/p,s/p,s/p,s/p,22.2
2015,8,11 ,s/p,s/p,s/p,0.0,0.0,22.2
2015,8,12 ,0.2,s/p,s/p,s/p,0.2,22.4
2015,8,13 ,s/p,s/p,s/p,s/p,s/p,22.4
2015,8,14 ,s/p,s/p,s/p,s/p,s/p,22.4
2015,8,15 ,s/p,s/p,s/p,s/p,s/p,22.4
2015,8,16 ,s/p,s/p,s/p,s/p,s/p,22.4
2015,8,17 ,s/p,s/p,s/p,s/p,s/p,22.4
2015,8,18 ,s/p,s/p,s/p,s/p,s/p,22.4
2015,8,19 ,s/p,0.8,s/p,s/p,0.8,23.2
2015,8,20 ,s/p,s/p,s/p,s/p,s/p,23.2
2015,8,21 ,s/p,s/p,s/p,s/p,s/p,23.2
2015,8,22 ,s/p,s/p,s/p,s/p,s/p,23.2
2015,8,23 ,s/p,s/p,s/p,s/p,s/p,23.2
2015,8,24 ,s/p,s/p,s/p,0.0,0.0,23.2
2015,8,25 ,0.0,s/p,s/p,s/p,0.0,23.2
2015,8,26 ,s/p,s/p,s/p,s/p,s/p,23.2
2015,8,27 ,s/p,s/p,s/p,s/p,s/p,23.2
2015,8,28 ,s/p,s/p,s/p,s/p,s/p,23.2
2015,8,29 ,s/p,s/p,s/p,s/p,s/p,23.2
2015,8,30 ,s/p,s/p,s/p,0.0,0.0,23.2
2015,8,31 ,s/p,s/p,s/p,0.0,0.0,23.2
