Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2013,11,1 ,,,,,s/p,s/p
2013,11,2 ,,,,,s/p,s/p
2013,11,3 ,,,,,s/p,s/p
2013,11,4 ,,,,,s/p,s/p
2013,11,5 ,,,,,0.4,0.4
2013,11,6 ,,,,,5.5,5.9
2013,11,7 ,,,,,s/p,5.9
2013,11,8 ,,,,,5.3,11.2
2013,11,9 ,,,,,s/p,11.2
2013,11,10 ,,,,,s/p,11.2
2013,11,11 ,,,,,0.3,11.5
2013,11,12 ,,,,,s/p,11.5
2013,11,13 ,,,,,s/p,11.5
2013,11,14 ,,,,,5.9,17.4
2013,11,15 ,,,,,s/p,17.4
2013,11,16 ,,,,,s/p,17.4
2013,11,17 ,,,,,s/p,17.4
2013,11,18 ,,,,,s/p,17.4
2013,11,19 ,,,,,s/p,17.4
2013,11,20 ,,,,,s/p,17.4
2013,11,21 ,,,,,s/p,17.4
2013,11,22 ,,,,,0.6,18.0
2013,11,23 ,,,,,0.1,18.1
2013,11,24 ,,,,,s/p,18.1
2013,11,25 ,,,,,s/p,18.1
2013,11,26 ,,,,,s/p,18.1
2013,11,27 ,,,,,s/p,18.1
2013,11,28 ,,,,,s/p,18.1
2013,11,29 ,,,,,s/p,18.1
2013,11,30 ,,,,,s/p,18.1
