Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2011,7,1 ,,,,,s/p,s/p
2011,7,2 ,,,,,s/p,s/p
2011,7,3 ,,,,,s/p,s/p
2011,7,4 ,,,,,s/p,s/p
2011,7,5 ,,,,,s/p,s/p
2011,7,6 ,,,,,s/p,s/p
2011,7,7 ,,,,,s/p,s/p
2011,7,8 ,,,,,s/p,s/p
2011,7,9 ,,,,,s/p,s/p
2011,7,10 ,,,,,s/p,s/p
2011,7,11 ,,,,,s/p,s/p
2011,7,12 ,,,,,s/p,s/p
2011,7,13 ,,,,,s/p,s/p
2011,7,14 ,,,,,29.8,29.8
2011,7,15 ,,,,,17.6,47.4
2011,7,16 ,,,,,s/p,47.4
2011,7,17 ,,,,,s/p,47.4
2011,7,18 ,,,,,s/p,47.4
2011,7,19 ,,,,,s/p,47.4
2011,7,20 ,,,,,s/p,47.4
2011,7,21 ,,,,,s/p,47.4
2011,7,22 ,,,,,s/p,47.4
2011,7,23 ,,,,,s/p,47.4
2011,7,24 ,,,,,0.9,48.3
2011,7,25 ,,,,,s/p,48.3
2011,7,26 ,,,,,2.6,50.9
2011,7,27 ,,,,,s/p,50.9
2011,7,28 ,,,,,s/p,50.9
2011,7,29 ,,,,,5.5,56.4
2011,7,30 ,,,,,s/p,56.4
2011,7,31 ,,,,,s/p,56.4
