Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2018,4,1 ,,,,,s/p,s/p
2018,4,2 ,,,,,s/p,s/p
2018,4,3 ,,,,,s/p,s/p
2018,4,4 ,,,,,s/p,s/p
2018,4,5 ,,,,,s/p,s/p
2018,4,6 ,,,,,s/p,s/p
2018,4,7 ,,,,,s/p,s/p
2018,4,8 ,,,,,s/p,s/p
2018,4,9 ,,,,,0.8,0.8
2018,4,10 ,,,,,s/p,0.8
2018,4,11 ,,,,,20.5,21.3
2018,4,12 ,,,,,s/p,21.3
2018,4,13 ,,,,,s/p,21.3
2018,4,14 ,,,,,s/p,21.3
2018,4,15 ,,,,,s/p,21.3
2018,4,16 ,,,,,s/p,21.3
2018,4,17 ,,,,,s/p,21.3
2018,4,18 ,,,,,s/p,21.3
2018,4,19 ,,,,,s/p,21.3
2018,4,20 ,,,,,s/p,21.3
2018,4,21 ,,,,,s/p,21.3
2018,4,22 ,,,,,s/p,21.3
2018,4,23 ,,,,,s/p,21.3
2018,4,24 ,,,,,s/p,21.3
2018,4,25 ,,,,,s/p,21.3
2018,4,26 ,,,,,s/p,21.3
2018,4,27 ,,,,,2.8,24.1
2018,4,28 ,,,,,s/p,24.1
2018,4,29 ,,,,,s/p,24.1
2018,4,30 ,,,,,s/p,24.1
