Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2016,10,1 ,,,,,s/p,s/p
2016,10,2 ,,,,,s/p,s/p
2016,10,3 ,,,,,s/p,s/p
2016,10,4 ,,,,,s/p,s/p
2016,10,5 ,,,,,s/p,s/p
2016,10,6 ,,,,,s/p,s/p
2016,10,7 ,,,,,s/p,s/p
2016,10,8 ,,,,,s/p,s/p
2016,10,9 ,,,,,s/p,s/p
2016,10,10 ,,,,,s/p,s/p
2016,10,11 ,,,,,70.5,70.5
2016,10,12 ,,,,,s/p,70.5
2016,10,13 ,,,,,s/p,70.5
2016,10,14 ,,,,,s/p,70.5
2016,10,15 ,,,,,s/p,70.5
2016,10,16 ,,,,,s/p,70.5
2016,10,17 ,,,,,30.5,101.0
2016,10,18 ,,,,,s/p,101.0
2016,10,19 ,,,,,s/p,101.0
2016,10,20 ,,,,,s/p,101.0
2016,10,21 ,,,,,s/p,101.0
2016,10,22 ,,,,,s/p,101.0
2016,10,23 ,,,,,3.4,104.4
2016,10,24 ,,,,,4.2,108.6
2016,10,25 ,,,,,s/p,108.6
2016,10,26 ,,,,,s/p,108.6
2016,10,27 ,,,,,s/p,108.6
2016,10,28 ,,,,,s/p,108.6
2016,10,29 ,,,,,s/p,108.6
2016,10,30 ,,,,,s/p,108.6
2016,10,31 ,,,,,39.5,148.1
