Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2019,10,1 ,1.6,1.5,1.4,s/p,4.5,4.5
2019,10,2 ,s/p,0.1,s/p,s/p,0.1,4.6
2019,10,3 ,s/p,s/p,s/p,s/p,s/p,4.6
2019,10,4 ,s/p,s/p,,s/p,s/p,4.6
2019,10,5 ,s/p,s/p,,s/p,s/p,4.6
2019,10,6 ,s/p,s/p,s/p,s/p,s/p,4.6
2019,10,7 ,s/p,s/p,s/p,s/p,s/p,4.6
2019,10,8 ,s/p,,s/p,s/p,s/p,4.6
2019,10,9 ,s/p,s/p,s/p,s/p,s/p,4.6
2019,10,10 ,,s/p,s/p,s/p,s/p,4.6
2019,10,11 ,s/p,s/p,s/p,s/p,s/p,4.6
2019,10,12 ,s/p,s/p,,s/p,s/p,4.6
2019,10,13 ,s/p,s/p,s/p,s/p,s/p,4.6
2019,10,14 ,s/p,s/p,4.1,0.2,4.3,8.9
2019,10,15 ,s/p,s/p,s/p,s/p,s/p,8.9
2019,10,16 ,s/p,s/p,s/p,s/p,s/p,8.9
2019,10,17 ,s/p,s/p,s/p,s/p,s/p,8.9
2019,10,18 ,s/p,s/p,s/p,s/p,s/p,8.9
2019,10,19 ,s/p,s/p,,s/p,s/p,8.9
2019,10,20 ,s/p,s/p,s/p,s/p,s/p,8.9
2019,10,21 ,s/p,s/p,s/p,s/p,s/p,8.9
2019,10,22 ,s/p,s/p,s/p,s/p,s/p,8.9
2019,10,23 ,s/p,s/p,s/p,s/p,s/p,8.9
2019,10,24 ,s/p,s/p,s/p,s/p,s/p,8.9
2019,10,25 ,s/p,s/p,s/p,s/p,s/p,8.9
2019,10,26 ,s/p,s/p,,s/p,s/p,8.9
2019,10,27 ,,s/p,s/p,s/p,s/p,8.9
2019,10,28 ,s/p,5.7,0.1,s/p,5.8,14.7
2019,10,29 ,s/p,s/p,s/p,s/p,s/p,14.7
2019,10,30 ,s/p,s/p,s/p,s/p,s/p,14.7
2019,10,31 ,s/p,s/p,s/p,s/p,s/p,14.7
