Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2011,6,1 ,,,,,s/p,s/p
2011,6,2 ,,,,,s/p,s/p
2011,6,3 ,,,,,s/p,s/p
2011,6,4 ,,,,,s/p,s/p
2011,6,5 ,,,,,12.5,12.5
2011,6,6 ,,,,,s/p,12.5
2011,6,7 ,,,,,s/p,12.5
2011,6,8 ,,,,,s/p,12.5
2011,6,9 ,,,,,s/p,12.5
2011,6,10 ,,,,,s/p,12.5
2011,6,11 ,,,,,s/p,12.5
2011,6,12 ,,,,,s/p,12.5
2011,6,13 ,,,,,s/p,12.5
2011,6,14 ,,,,,s/p,12.5
2011,6,15 ,,,,,s/p,12.5
2011,6,16 ,,,,,s/p,12.5
2011,6,17 ,,,,,s/p,12.5
2011,6,18 ,,,,,11.7,24.2
2011,6,19 ,,,,,2.4,26.6
2011,6,20 ,,,,,4.5,31.1
2011,6,21 ,,,,,s/p,31.1
2011,6,22 ,,,,,s/p,31.1
2011,6,23 ,,,,,s/p,31.1
2011,6,24 ,,,,,s/p,31.1
2011,6,25 ,,,,,s/p,31.1
2011,6,26 ,,,,,s/p,31.1
2011,6,27 ,,,,,s/p,31.1
2011,6,28 ,,,,,s/p,31.1
2011,6,29 ,,,,,23.8,54.9
2011,6,30 ,,,,,s/p,54.9
