Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1987,9,1 ,15.9,1.4,s/p,s/p,17.3,17.3
1987,9,2 ,s/p,s/p,s/p,s/p,s/p,17.3
1987,9,3 ,s/p,s/p,s/p,s/p,s/p,17.3
1987,9,4 ,s/p,s/p,s/p,1.7,1.7,19.0
1987,9,5 ,s/p,s/p,s/p,s/p,s/p,19.0
1987,9,6 ,s/p,s/p,s/p,0.0,0.0,19.0
1987,9,7 ,s/p,s/p,s/p,0.2,0.2,19.2
1987,9,8 ,1.8,s/p,s/p,s/p,1.8,21.0
1987,9,9 ,s/p,1.1,s/p,s/p,1.1,22.1
1987,9,10 ,s/p,s/p,s/p,s/p,s/p,22.1
1987,9,11 ,s/p,s/p,s/p,s/p,s/p,22.1
1987,9,12 ,s/p,s/p,s/p,s/p,s/p,22.1
1987,9,13 ,s/p,s/p,s/p,s/p,s/p,22.1
1987,9,14 ,s/p,0.1,s/p,0.1,0.2,22.3
1987,9,15 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,16 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,17 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,18 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,19 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,20 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,21 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,22 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,23 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,24 ,s/p,s/p,s/p,0.0,0.0,22.3
1987,9,25 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,26 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,27 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,28 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,29 ,s/p,s/p,s/p,s/p,s/p,22.3
1987,9,30 ,s/p,s/p,s/p,s/p,s/p,22.3
