Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2021.0,2.0,1.0,10.6,34.3,21.3,21.4,23.0
2021.0,2.0,2.0,9.6,34.2,20.8,21.0,23.0
2021.0,2.0,3.0,19.8,34.7,27.3,22.3,22.0
2021.0,2.0,4.0,12.8,33.3,22.5,22.5,23.0
2021.0,2.0,5.0,12.2,33.4,22.3,22.4,23.0
2021.0,2.0,6.0,10.9,33.6,21.1,21.2,23.0
2021.0,2.0,7.0,11.4,32.7,20.7,20.9,22.0
2021.0,2.0,8.0,13.0,32.1,21.8,21.7,23.0
2021.0,2.0,9.0,12.5,33.7,22.0,22.0,23.0
2021.0,2.0,10.0,12.3,33.1,22.0,21.9,23.0
2021.0,2.0,11.0,11.5,32.0,20.3,20.3,24.0
2021.0,2.0,12.0,13.1,33.2,21.3,21.3,24.0
2021.0,2.0,13.0,13.8,33.5,22.4,22.4,24.0
2021.0,2.0,14.0,12.4,32.9,21.7,21.7,24.0
2021.0,2.0,15.0,10.0,32.3,20.5,20.6,23.0
2021.0,2.0,16.0,9.6,32.5,19.8,19.8,24.0
2021.0,2.0,17.0,11.1,31.5,20.6,20.6,24.0
2021.0,2.0,18.0,10.1,32.9,20.6,20.6,24.0
2021.0,2.0,19.0,11.5,33.9,22.1,22.1,24.0
2021.0,2.0,20.0,11.5,34.2,22.0,21.5,22.0
2021.0,2.0,21.0,10.4,33.0,21.1,22.1,20.0
2021.0,2.0,22.0,10.2,32.1,19.3,19.3,24.0
2021.0,2.0,23.0,10.6,33.3,20.4,20.4,24.0
2021.0,2.0,24.0,9.9,27.5,18.7,17.0,14.0
2021.0,2.0,25.0,20.8,35.3,28.0,25.8,14.0
2021.0,2.0,26.0,12.2,33.3,21.7,21.7,24.0
2021.0,2.0,27.0,13.6,34.4,22.6,22.6,24.0
2021.0,2.0,28.0,14.4,33.6,22.8,22.8,24.0
