Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2021.0,1.0,1.0,14.1,28.8,22.1,22.1,24.0
2021.0,1.0,2.0,13.7,27.0,20.8,20.8,24.0
2021.0,1.0,3.0,14.9,29.6,21.3,21.3,24.0
2021.0,1.0,4.0,16.0,30.0,22.7,22.7,24.0
2021.0,1.0,5.0,11.7,28.2,20.0,20.0,24.0
2021.0,1.0,6.0,11.3,29.2,20.2,20.2,24.0
2021.0,1.0,7.0,12.8,29.4,21.8,21.5,23.0
2021.0,1.0,8.0,12.6,26.6,20.4,20.4,24.0
2021.0,1.0,9.0,12.1,27.3,18.7,18.7,24.0
2021.0,1.0,10.0,9.7,26.4,17.8,17.8,24.0
2021.0,1.0,11.0,9.8,19.1,18.1,18.1,24.0
2021.0,1.0,12.0,18.4,28.3,23.3,24.9,12.0
2021.0,1.0,13.0,11.2,30.3,21.2,21.2,24.0
2021.0,1.0,14.0,11.4,30.1,21.3,21.2,21.0
2021.0,1.0,15.0,11.6,28.8,20.5,20.6,22.0
2021.0,1.0,16.0,11.8,28.7,20.2,20.3,22.0
2021.0,1.0,17.0,10.8,31.6,21.5,21.5,24.0
2021.0,1.0,18.0,12.2,31.8,22.8,22.9,23.0
2021.0,1.0,19.0,14.1,28.9,22.3,21.8,22.0
2021.0,1.0,20.0,14.1,29.2,21.2,22.4,20.0
2021.0,1.0,21.0,14.6,28.5,21.5,21.7,23.0
2021.0,1.0,22.0,14.3,29.6,21.9,21.6,23.0
2021.0,1.0,23.0,15.6,27.4,21.4,21.4,24.0
2021.0,1.0,24.0,16.2,29.5,23.0,23.0,24.0
2021.0,1.0,25.0,15.6,29.3,22.7,22.7,24.0
2021.0,1.0,26.0,14.0,29.0,21.8,21.8,24.0
2021.0,1.0,27.0,12.1,28.8,20.5,20.5,24.0
2021.0,1.0,28.0,12.9,25.7,19.6,19.6,24.0
2021.0,1.0,29.0,15.3,20.7,17.7,17.7,24.0
2021.0,1.0,30.0,11.9,21.4,16.2,16.2,24.0
2021.0,1.0,31.0,12.8,25.8,17.9,17.9,24.0
