Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2012,8,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,8,2 ,0.2,0.2,s/p,s/p,0.4,0.4
2012,8,3 ,s/p,s/p,s/p,s/p,s/p,0.4
2012,8,4 ,s/p,s/p,s/p,s/p,s/p,0.4
2012,8,5 ,s/p,s/p,s/p,s/p,s/p,0.4
2012,8,6 ,s/p,0.4,0.2,s/p,0.6,1.0
2012,8,7 ,s/p,s/p,s/p,s/p,s/p,1.0
2012,8,8 ,s/p,s/p,s/p,s/p,s/p,1.0
2012,8,9 ,s/p,s/p,s/p,s/p,s/p,1.0
2012,8,10 ,s/p,s/p,s/p,s/p,s/p,1.0
2012,8,11 ,s/p,s/p,s/p,s/p,s/p,1.0
2012,8,12 ,s/p,s/p,s/p,s/p,s/p,1.0
2012,8,13 ,s/p,s/p,s/p,0.4,0.4,1.4
2012,8,14 ,0.2,s/p,s/p,s/p,0.2,1.6
2012,8,15 ,s/p,6.6,0.6,0.2,7.4,9.0
2012,8,16 ,0.2,0.8,0.8,7.0,8.8,17.8
2012,8,17 ,s/p,s/p,s/p,s/p,s/p,17.8
2012,8,18 ,s/p,s/p,s/p,s/p,s/p,17.8
2012,8,19 ,s/p,s/p,s/p,s/p,s/p,17.8
2012,8,20 ,s/p,s/p,s/p,s/p,s/p,17.8
2012,8,21 ,s/p,s/p,s/p,s/p,s/p,17.8
2012,8,22 ,1.8,0.2,7.8,0.2,10.0,27.8
2012,8,23 ,s/p,s/p,s/p,s/p,s/p,27.8
2012,8,24 ,s/p,s/p,s/p,s/p,s/p,27.8
2012,8,25 ,s/p,s/p,s/p,s/p,s/p,27.8
2012,8,26 ,s/p,s/p,s/p,s/p,s/p,27.8
2012,8,27 ,s/p,s/p,s/p,s/p,s/p,27.8
2012,8,28 ,s/p,s/p,s/p,s/p,s/p,27.8
2012,8,29 ,s/p,s/p,s/p,s/p,s/p,27.8
2012,8,30 ,s/p,s/p,s/p,s/p,s/p,27.8
2012,8,31 ,s/p,s/p,s/p,s/p,s/p,27.8
