Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1985,10,1 ,s/p,s/p,s/p,s/p,s/p,s/p
1985,10,2 ,s/p,s/p,s/p,s/p,s/p,s/p
1985,10,3 ,s/p,s/p,s/p,1.2,1.2,1.2
1985,10,4 ,s/p,s/p,s/p,s/p,s/p,1.2
1985,10,5 ,s/p,s/p,s/p,0.0,0.0,1.2
1985,10,6 ,s/p,s/p,s/p,s/p,s/p,1.2
1985,10,7 ,s/p,s/p,s/p,0.5,0.5,1.7
1985,10,8 ,s/p,s/p,s/p,s/p,s/p,1.7
1985,10,9 ,s/p,s/p,s/p,s/p,s/p,1.7
1985,10,10 ,s/p,s/p,s/p,s/p,s/p,1.7
1985,10,11 ,s/p,s/p,s/p,s/p,s/p,1.7
1985,10,12 ,s/p,s/p,s/p,1.6,1.6,3.3
1985,10,13 ,s/p,s/p,s/p,s/p,s/p,3.3
1985,10,14 ,s/p,s/p,s/p,s/p,s/p,3.3
1985,10,15 ,s/p,s/p,s/p,s/p,s/p,3.3
1985,10,16 ,s/p,s/p,s/p,s/p,s/p,3.3
1985,10,17 ,s/p,s/p,s/p,5.2,5.2,8.5
1985,10,18 ,s/p,s/p,s/p,s/p,s/p,8.5
1985,10,19 ,s/p,s/p,s/p,s/p,s/p,8.5
1985,10,20 ,s/p,1.9,s/p,1.9,3.8,12.3
1985,10,21 ,s/p,s/p,s/p,s/p,s/p,12.3
1985,10,22 ,s/p,s/p,s/p,s/p,s/p,12.3
1985,10,23 ,s/p,s/p,s/p,s/p,s/p,12.3
1985,10,24 ,s/p,s/p,s/p,0.0,0.0,12.3
1985,10,25 ,s/p,s/p,s/p,1.3,1.3,13.6
1985,10,26 ,s/p,s/p,s/p,0.0,0.0,13.6
1985,10,27 ,s/p,s/p,s/p,0.0,0.0,13.6
1985,10,28 ,s/p,s/p,s/p,s/p,s/p,13.6
1985,10,29 ,s/p,s/p,s/p,s/p,s/p,13.6
1985,10,30 ,s/p,s/p,s/p,s/p,s/p,13.6
1985,10,31 ,s/p,s/p,s/p,s/p,s/p,13.6
