Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2020.0,1.0,1.0,10.5,24.2,17.4,17.4,24.0
2020.0,1.0,2.0,10.5,28.3,19.0,19.0,24.0
2020.0,1.0,3.0,8.5,27.0,18.7,18.7,24.0
2020.0,1.0,4.0,8.3,21.3,15.1,15.1,24.0
2020.0,1.0,5.0,8.1,18.9,12.5,12.5,24.0
2020.0,1.0,6.0,6.0,16.7,12.1,12.1,24.0
2020.0,1.0,7.0,11.8,17.6,13.9,13.9,24.0
2020.0,1.0,8.0,10.1,15.9,12.6,12.6,24.0
2020.0,1.0,9.0,8.3,14.8,11.6,11.6,24.0
2020.0,1.0,10.0,8.4,19.6,14.5,14.5,24.0
2020.0,1.0,11.0,6.7,22.9,15.4,15.4,24.0
2020.0,1.0,12.0,12.3,25.1,17.1,17.1,24.0
2020.0,1.0,13.0,6.7,23.8,15.4,15.4,24.0
2020.0,1.0,14.0,10.3,19.6,14.9,14.9,24.0
2020.0,1.0,15.0,3.4,16.9,11.0,11.0,24.0
2020.0,1.0,16.0,6.2,18.6,12.1,12.1,24.0
2020.0,1.0,17.0,10.1,24.6,15.8,15.8,24.0
2020.0,1.0,18.0,12.6,23.0,16.7,16.7,24.0
2020.0,1.0,19.0,10.4,21.5,14.9,14.9,24.0
2020.0,1.0,20.0,8.7,22.9,15.7,15.7,24.0
2020.0,1.0,21.0,11.4,24.9,18.1,18.1,24.0
2020.0,1.0,22.0,11.2,24.8,18.0,18.0,24.0
2020.0,1.0,23.0,11.1,24.7,17.5,17.5,24.0
2020.0,1.0,24.0,3.9,25.4,15.4,15.4,24.0
2020.0,1.0,25.0,14.2,25.2,18.9,18.9,24.0
2020.0,1.0,26.0,14.5,24.3,18.9,18.9,24.0
2020.0,1.0,27.0,6.3,28.3,16.8,16.8,24.0
2020.0,1.0,28.0,13.7,20.0,17.1,17.1,24.0
2020.0,1.0,29.0,6.2,19.4,13.2,13.2,24.0
2020.0,1.0,30.0,3.8,23.1,14.0,13.1,22.0
2020.0,1.0,31.0,12.7,27.5,19.6,19.6,24.0
