Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1981,7,1 ,,,,,s/p,s/p
1981,7,2 ,,,,,s/p,s/p
1981,7,3 ,,,,,s/p,s/p
1981,7,4 ,,,,,s/p,s/p
1981,7,5 ,,,,,s/p,s/p
1981,7,6 ,,,,,s/p,s/p
1981,7,7 ,,,,,s/p,s/p
1981,7,8 ,,,,,9.4,9.4
1981,7,9 ,,,,,s/p,9.4
1981,7,10 ,,,,,s/p,9.4
1981,7,11 ,,,,,s/p,9.4
1981,7,12 ,,,,,s/p,9.4
1981,7,13 ,,,,,s/p,9.4
1981,7,14 ,,,,,4.8,14.2
1981,7,15 ,,,,,5.8,20.0
1981,7,16 ,,,,,s/p,20.0
1981,7,17 ,,,,,s/p,20.0
1981,7,18 ,,,,,s/p,20.0
1981,7,19 ,,,,,s/p,20.0
1981,7,20 ,,,,,s/p,20.0
1981,7,21 ,,,,,s/p,20.0
1981,7,22 ,,,,,s/p,20.0
1981,7,23 ,,,,,s/p,20.0
1981,7,24 ,,,,,s/p,20.0
1981,7,25 ,,,,,s/p,20.0
1981,7,26 ,,,,,s/p,20.0
1981,7,27 ,,,,,s/p,20.0
1981,7,28 ,,,,,s/p,20.0
1981,7,29 ,,,,,s/p,20.0
1981,7,30 ,,,,,s/p,20.0
1981,7,31 ,,,,,s/p,20.0
