Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2021.0,1.0,1.0,14.4,29.1,20.3,20.2,21.0
2021.0,1.0,2.0,12.7,28.1,19.2,19.1,23.0
2021.0,1.0,3.0,11.0,27.6,17.9,18.0,21.0
2021.0,1.0,4.0,11.4,26.0,17.7,17.4,22.0
2021.0,1.0,5.0,11.8,19.3,15.5,14.7,14.0
2021.0,1.0,6.0,16.0,29.1,22.6,24.0,11.0
2021.0,1.0,7.0,11.1,29.1,20.1,18.5,23.0
2021.0,1.0,8.0,11.6,28.0,19.8,18.0,22.0
2021.0,1.0,9.0,10.6,28.8,18.4,18.3,22.0
2021.0,1.0,10.0,10.1,30.1,18.8,19.7,21.0
2021.0,1.0,11.0,10.2,32.0,19.9,20.2,23.0
2021.0,1.0,12.0,10.4,31.0,20.1,19.8,21.0
2021.0,1.0,13.0,10.8,31.0,19.8,19.0,22.0
2021.0,1.0,14.0,10.0,29.3,18.5,18.2,22.0
2021.0,1.0,15.0,10.1,29.2,18.0,17.6,21.0
2021.0,1.0,16.0,11.0,29.1,20.1,18.6,22.0
2021.0,1.0,17.0,11.2,30.9,19.6,20.2,22.0
2021.0,1.0,18.0,11.0,20.8,15.9,14.7,15.0
2021.0,1.0,19.0,17.4,29.7,23.6,24.7,10.0
2021.0,1.0,20.0,12.8,29.3,21.0,19.3,22.0
2021.0,1.0,21.0,12.6,29.6,19.3,19.4,21.0
2021.0,1.0,22.0,13.1,31.8,20.4,21.0,20.0
2021.0,1.0,23.0,15.5,30.7,21.4,21.3,22.0
2021.0,1.0,24.0,14.4,31.2,21.2,21.1,22.0
2021.0,1.0,25.0,15.2,29.9,21.2,20.8,19.0
2021.0,1.0,26.0,14.9,27.6,21.3,18.5,19.0
2021.0,1.0,27.0,12.0,32.1,20.0,20.1,22.0
2021.0,1.0,28.0,11.4,30.4,19.9,19.8,23.0
2021.0,1.0,29.0,11.9,29.9,20.0,19.5,21.0
2021.0,1.0,30.0,13.8,19.7,20.4,20.5,21.0
2021.0,1.0,31.0,18.1,31.0,24.6,22.8,17.0
