Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2017.0,4.0,1.0,9.6,30.5,19.2,19.2,24.0
2017.0,4.0,2.0,8.1,31.2,18.6,18.6,24.0
2017.0,4.0,3.0,7.2,30.1,17.1,17.1,24.0
2017.0,4.0,4.0,7.5,31.2,18.4,18.4,24.0
2017.0,4.0,5.0,8.3,33.4,19.4,19.4,24.0
2017.0,4.0,6.0,8.9,31.8,19.6,19.6,24.0
2017.0,4.0,7.0,8.1,31.9,18.9,18.9,24.0
2017.0,4.0,8.0,8.0,30.4,18.7,18.7,24.0
2017.0,4.0,9.0,7.0,30.9,17.9,17.9,24.0
2017.0,4.0,10.0,7.8,29.7,17.9,17.9,24.0
2017.0,4.0,11.0,6.5,31.0,18.1,18.1,24.0
2017.0,4.0,12.0,7.3,31.8,18.7,18.7,24.0
2017.0,4.0,13.0,8.3,32.7,19.5,19.5,24.0
2017.0,4.0,14.0,7.0,33.3,19.1,19.1,24.0
2017.0,4.0,15.0,7.8,33.9,19.7,19.7,24.0
2017.0,4.0,16.0,6.5,33.1,19.0,19.0,24.0
2017.0,4.0,17.0,7.8,30.1,17.8,17.8,24.0
2017.0,4.0,18.0,6.7,28.5,16.8,16.8,24.0
2017.0,4.0,19.0,13.5,27.1,18.7,18.7,24.0
2017.0,4.0,20.0,8.1,29.7,18.0,18.0,24.0
2017.0,4.0,21.0,7.1,29.9,18.2,18.2,24.0
2017.0,4.0,22.0,7.8,31.1,18.6,18.6,24.0
2017.0,4.0,23.0,8.6,31.6,19.2,19.2,24.0
2017.0,4.0,24.0,7.3,32.7,19.2,19.2,24.0
2017.0,4.0,25.0,6.7,28.1,15.9,15.9,24.0
2017.0,4.0,26.0,4.8,29.8,16.2,16.2,24.0
2017.0,4.0,27.0,4.9,30.9,16.5,16.5,24.0
2017.0,4.0,28.0,5.3,33.0,18.4,18.4,24.0
2017.0,4.0,29.0,5.3,33.1,19.1,19.1,24.0
2017.0,4.0,30.0,4.4,34.4,18.7,18.7,24.0
