Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2022,4,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,6 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,7 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,8 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,9 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,10 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,11 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,12 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,13 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,14 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,15 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,16 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,17 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,18 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,19 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,20 ,s/p,s/p,s/p,s/p,s/p,s/p
2022,4,21 ,s/p,s/p,1.5,7.7,9.2,9.2
2022,4,22 ,0.6,s/p,s/p,s/p,0.6,9.8
2022,4,23 ,s/p,s/p,s/p,s/p,s/p,9.8
2022,4,24 ,s/p,s/p,s/p,s/p,s/p,9.8
2022,4,25 ,s/p,s/p,s/p,s/p,s/p,9.8
2022,4,26 ,s/p,18.5,3.7,1.5,23.7,33.5
2022,4,27 ,1.8,0.1,s/p,s/p,1.9,35.4
2022,4,28 ,s/p,s/p,s/p,s/p,s/p,35.4
2022,4,29 ,s/p,s/p,s/p,s/p,s/p,35.4
2022,4,30 ,s/p,s/p,s/p,s/p,s/p,35.4
