Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2012,10,1 ,,,,,s/p,s/p
2012,10,2 ,,,,,s/p,s/p
2012,10,3 ,,,,,s/p,s/p
2012,10,4 ,,,,,s/p,s/p
2012,10,5 ,,,,,12.2,12.2
2012,10,6 ,,,,,19.8,32.0
2012,10,7 ,,,,,17.5,49.5
2012,10,8 ,,,,,s/p,49.5
2012,10,9 ,,,,,s/p,49.5
2012,10,10 ,,,,,s/p,49.5
2012,10,11 ,,,,,s/p,49.5
2012,10,12 ,,,,,s/p,49.5
2012,10,13 ,,,,,s/p,49.5
2012,10,14 ,,,,,s/p,49.5
2012,10,15 ,,,,,s/p,49.5
2012,10,16 ,,,,,s/p,49.5
2012,10,17 ,,,,,s/p,49.5
2012,10,18 ,,,,,s/p,49.5
2012,10,19 ,,,,,s/p,49.5
2012,10,20 ,,,,,s/p,49.5
2012,10,21 ,,,,,20.7,70.2
2012,10,22 ,,,,,12.8,83.0
2012,10,23 ,,,,,s/p,83.0
2012,10,24 ,,,,,s/p,83.0
2012,10,25 ,,,,,s/p,83.0
2012,10,26 ,,,,,s/p,83.0
2012,10,27 ,,,,,s/p,83.0
2012,10,28 ,,,,,s/p,83.0
2012,10,29 ,,,,,s/p,83.0
2012,10,30 ,,,,,s/p,83.0
2012,10,31 ,,,,,s/p,83.0
