Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1997,4,1 ,,,,,2.0,2.0
1997,4,2 ,,,,,s/p,2.0
1997,4,3 ,,,,,s/p,2.0
1997,4,4 ,,,,,s/p,2.0
1997,4,5 ,,,,,s/p,2.0
1997,4,6 ,,,,,s/p,2.0
1997,4,7 ,,,,,s/p,2.0
1997,4,8 ,,,,,s/p,2.0
1997,4,9 ,,,,,s/p,2.0
1997,4,10 ,,,,,s/p,2.0
1997,4,11 ,,,,,s/p,2.0
1997,4,12 ,,,,,s/p,2.0
1997,4,13 ,,,,,s/p,2.0
1997,4,14 ,,,,,s/p,2.0
1997,4,15 ,,,,,s/p,2.0
1997,4,16 ,,,,,s/p,2.0
1997,4,17 ,,,,,s/p,2.0
1997,4,18 ,,,,,s/p,2.0
1997,4,19 ,,,,,s/p,2.0
1997,4,20 ,,,,,s/p,2.0
1997,4,21 ,,,,,s/p,2.0
1997,4,22 ,,,,,s/p,2.0
1997,4,23 ,,,,,s/p,2.0
1997,4,24 ,,,,,s/p,2.0
1997,4,25 ,,,,,s/p,2.0
1997,4,26 ,,,,,s/p,2.0
1997,4,27 ,,,,,s/p,2.0
1997,4,28 ,,,,,s/p,2.0
1997,4,29 ,,,,,s/p,2.0
1997,4,30 ,,,,,s/p,2.0
